category,subtype,word_clean_id,word,meaning,best_sentence,sentence_translation,confidence,note
地名,半岛/区域,2589,Burgundy,勃艮第,We enjoyed a glass of fine red wine from the Burgundy region of France.,我们享用了一杯来自法国勃艮第地区的优质红葡萄酒。,高,
地名,城市/城镇,2701,Calgary,卡尔加里（加拿大城市）,Calgary is a beautiful city in western Canada known for its annual Stampede.,卡尔加里是加拿大西部一座美丽的城市，以其一年一度的牛仔节而闻名。,高,
地名,城市/城镇,2702,Cali,卡利（哥伦比亚城市）,Cali is known for its vibrant salsa music scene and warm tropical climate.,卡利以其充满活力的萨尔萨音乐场景和温暖的热带气候而闻名。,高,
地名,州/省/行政区,2707,California,"加利福尼亚,加州",California produces more fruits and vegetables than any other state in the country.,加利福尼亚州生产的果蔬比国内任何其他州都多。,高,
地名,城市/城镇,2755,Canberra,堪培拉,We visited the national gallery in Canberra last summer.,去年夏天我们参观了堪培拉的国立美术馆。,高,
地名,海洋/海域,2867,Caribbean,加勒比海,We went on a cruise through the Caribbean Sea last summer.,去年夏天我们乘坐游轮游览了加勒比海。,高,
地名,城市/城镇,3201,Chicago,芝加哥,Many famous jazz musicians moved to Chicago during the early twentieth century.,许多著名的爵士乐音乐家在二十世纪初搬到了芝加哥。,高,
地名,城市/城镇,3206,chicopee,奇科皮（美国马萨诸塞州西南部城市）,"She moved to Chicopee, Massachusetts, for her new job.",为了新工作，她搬到了马萨诸塞州的奇科皮市。,高,
地名,地标/公园/地理实体,3230,Chinatown,唐人街,We spent the afternoon exploring the vibrant streets of Chinatown.,我们花了整个下午探索唐人街充满活力的街道。,高,
地名,城市/城镇,3281,Christchurch,克莱斯特彻奇（新西兰南岛东岸港口城市）,Christchurch is known as the Garden City of New Zealand.,克莱斯特彻奇被称为新西兰的花园城市。,高,
地名,城市/城镇,3324,Cincinnati,辛辛那提（美国俄亥俄州西南部城市）,We plan to visit Cincinnati next summer to explore its famous music scene.,我们计划明年夏天去辛辛那提探索它著名的音乐场景。,高,
地名,半岛/区域,4271,Cornwall,康沃尔,Cornwall is famous for its beautiful beaches and pasties.,康沃尔以其美丽的海滩和馅饼而闻名。,高,
地名,岛屿,4489,Crete,克里特岛（希腊位于地中海西部的一个岛屿）,Archaeologists continue to uncover ancient ruins on the Greek island of Crete.,考古学家们继续在希腊的克里特岛上发掘古代遗迹。,高,
地名,城市/城镇,4684,Cuzco,库斯科（秘鲁南部城市）,Cuzco is a historic city in Peru that was once the capital of the Inca Empire.,库斯科是秘鲁的一座历史名城，曾是印加帝国的首都。,高,
地名,地标/公园/地理实体,5805,Dollywood,多莱坞（公园名，位于美国）,"Dollywood is a popular theme park in Tennessee, USA.",多莱坞是美国田纳西州一个受欢迎的主题公园。,高,
地名,河流/海峡/瀑布,6814,Euphrates,幼发拉底河,Ancient civilizations thrived along the fertile banks of the Euphrates river.,古代文明在幼发拉底河肥沃的河岸旁繁荣发展。,高,
地名,洲/大陆,6815,Eurasia,欧亚大陆,Eurasia is the combined continental landmass of Europe and Asia.,欧亚大陆是欧洲和亚洲合并的大陆地块。,高,
地名,洲/大陆,6820,Europe,欧洲,Traveling through Europe offers students a chance to experience diverse cultures firsthand.,在欧洲旅行为学生提供了亲身体验多元文化的机会。,高,
地名,州/省/行政区,7719,Florida,佛罗里达镇（位于密苏里州）佛罗里达州（美国州名）,Many tourists visit Florida every winter to enjoy its warm weather and beautiful beaches.,每年冬天都有许多游客前往佛罗里达州，享受那里温暖的气候和美丽的海滩。,高,
地名,地标/公园/地理实体,8199,Futuroscope,观测未来（公园名，位于法国）,"Our family trip to France included a visit to Futuroscope, where we enjoyed many high-tech theme park rides.",我们法国家庭之旅包括参观观测未来主题公园，在那里我们享受了许多高科技游乐设施。,高,
地名,城市/城镇,8382,Georgetown,乔治城（圭亚那首都）,Georgetown is the capital city of Guyana.,乔治城是圭亚那的首都。,高,
地名,州/省/行政区,8383,Georgia,(美)乔治亚州,Georgia is known for its peaches and warm southern hospitality.,乔治亚州以其桃子和热情的南方好客之道而闻名。,高,
地名,半岛/区域,8696,Greenland,格林兰（位于北美洲东北部，世界第一大岛）,"Greenland is the world's largest island, but most of it is covered by ice.",格陵兰是世界上最大的岛屿，但大部分地区都被冰覆盖。,高,
地名,城市/城镇,8697,Greenwich,格林尼治（英城市）,"The Prime Meridian passes through Greenwich, London.",本初子午线穿过伦敦的格林尼治。,高,
地名,州/省/行政区,8917,Hampshire,汉普郡(英国南部之一郡),The historic city of Winchester is located in the beautiful county of Hampshire in southern England.,历史名城温彻斯特位于英格兰南部风景优美的汉普郡。,高,
地名,城市/城镇,8963,Hannibal,汉尼拔（美国城市）,Many families enjoy visiting the historic parks and museums in Hannibal during the summer.,许多家庭喜欢在夏季参观汉尼拔市的历史公园和博物馆。,高,
地名,半岛/区域,9002,Harlem,(纽约的）黑人住宅区,Many famous jazz musicians grew up in Harlem during the twentieth century.,许多著名的爵士乐音乐家在二十世纪于哈莱姆区长大。,高,
地名,州/省/行政区,9061,Hawaii,夏威夷,Many tourists visit Hawaii every year to enjoy its beautiful beaches and warm weather.,每年都有许多游客前往夏威夷，享受那里美丽的海滩和宜人的天气。,高,
地名,山脉/山峰/岩体,9315,Himalaya,喜马拉雅山,The majestic peaks of the Himalaya attract adventurers from around the world.,喜马拉雅山脉的雄伟山峰吸引着世界各地的冒险者。,高,
地名,城市/城镇,9366,Hobart,奥巴特（澳大利亚塔斯马尼亚岛东南岸港市）,We spent our holiday exploring the historic streets and waterfront markets of Hobart.,我们花了假期探索霍巴特的历史街道和海滨市场。,高,
地名,半岛/区域,9397,Hollywood,好莱坞,Many aspiring actors move to Hollywood hoping to find success in the film industry.,许多有抱负的演员搬向好莱坞，希望能在电影业取得成功。,高,
地名,城市/城镇,9564,Houston,休斯顿（美国城市）,We plan to visit Houston next summer to explore its famous space center.,我们计划明年夏天访问休斯顿，探索其著名的航天中心。,高,
地名,州/省/行政区,9806,Illinois,伊利诺斯州(美国州名),Many families move to Illinois every year to find better job opportunities in Chicago.,每年都有许多家庭搬到伊利诺伊州，以便在芝加哥找到更好的工作机会。,高,
地名,州/省/行政区,10191,Indiana,印地安那州,My cousin moved to Indiana last year to start a new job in Indianapolis.,我表哥去年搬到印第安纳州，在印第安纳波利斯开始了一份新工作。,高,
地名,河流/海峡/瀑布,10251,Indus,印度河（印度西北部的河流）,The Indus River flows through Pakistan and is vital for agriculture.,印度河流经巴基斯坦，对农业至关重要。,高,
地名,州/省/行政区,11829,Iowa,爱荷华州(美国中西部的一州),My cousin moved to Iowa to work on a farm in the Midwest.,我表哥搬到爱荷华州去中西部的一个农场工作。,高,
地名,岛屿,10914,Ithaca,伊萨卡岛（希腊西部爱奥尼海中亚群岛之一）,Homer's Odyssey tells the story of Odysseus's journey back to Ithaca.,荷马的《奥德赛》讲述了奥德修斯返回伊萨卡岛的旅程。,高,
地名,城市/城镇,11014,Johannesburg,约翰内斯堡（南非城市）,Many international business conferences are held annually in Johannesburg.,每年都有许多国际商业会议在约翰内斯堡举行。,高,
地名,地标/公园/地理实体,11091,Kakadu,卡卡杜湾,Tourists flock to Kakadu National Park to see its stunning waterfalls and diverse wildlife.,游客们蜂拥至卡卡杜国家公园，欣赏其壮丽的瀑布和多样的野生动物。,高,
地名,城市/城镇,11115,Kent,肯特,Kent is known as the Garden of England for its beautiful countryside.,肯特因其美丽的乡村而被称为英格兰的花园。,高,
地名,城市/城镇,11218,Konigsberg,哥尼斯堡（俄罗斯港市Kaliningrad的旧称）,The historic city of Konigsberg was renamed Kaliningrad after World War II.,历史名城哥尼斯堡在二战后被更名为加里宁格勒。,高,
地名,山脉/山峰/岩体,11222,Kosciuszko,科西阿斯科山（位于澳大利亚东南部）,Hikers climbed Mount Kosciuszko early in the morning to catch the sunrise over the snow-capped peak.,徒步旅行者一大早就攀登科西阿斯科山，以便在积雪覆盖的山峰上观赏日出。,高,
地名,城市/城镇,11376,Lausanne,洛桑（瑞士城市）,Lausanne is a beautiful city located on the shores of Lake Geneva in Switzerland.,洛桑是瑞士日内瓦湖畔一座美丽的城市。,高,
地名,城市/城镇,11484,Leningrad,列宁格勒（苏联城市）,Many historical books describe the difficult winter siege of Leningrad during World War II.,许多历史书籍描述了二战期间列宁格勒艰难的冬季围城战。,高,
地名,城市/城镇,11602,Lima,利马（秘鲁首都）,Lima is the capital and largest city of Peru.,利马是秘鲁的首都和最大城市。,高,
地名,城市/城镇,11767,lomas,洛马斯(阿根廷东部的一城镇),Lomas is known for its beautiful residential neighborhoods near Buenos Aires.,洛马斯以其靠近布宜诺斯艾利斯的美丽住宅区而闻名。,高,
地名,城市/城镇,11768,London,伦敦,Many tourists visit London every year to see famous landmarks like Big Ben.,每年都有许多游客去伦敦参观大本钟等著名地标。,高,
地名,半岛/区域,11908,Macao,澳门,Macao is famous for its unique blend of Portuguese architecture and Chinese culture.,澳门以其独特的葡萄牙建筑与中国文化的融合而闻名。,高,
地名,城市/城镇,11929,Madison,麦迪逊,Madison is the capital of the American state of Wisconsin.,麦迪逊是美国威斯康星州的首府。,高,
地名,州/省/行政区,11969,Maine,缅因州(美国东北角的州),Maine is famous for its delicious lobster and beautiful coastal scenery.,缅因州以其美味的龙虾和美丽的海岸风光而闻名。,高,
地名,岛屿,12055,Manhattan,曼哈顿岛；曼哈顿区（纽约市中心）,Many tourists visit Manhattan every year to see famous landmarks like Times Square.,每年都有许多游客去曼哈顿参观时代广场等著名地标。,高,
地名,城市/城镇,12148,Marseille,马赛(法国港口城市),Marseille is a major port city in the south of France.,马赛是法国南部的一个主要港口城市。,高,
地名,州/省/行政区,12179,Massachusetts,马萨诸塞(美国州名),"Many famous universities are located in Massachusetts, making it a popular destination for international students.",许多著名大学位于马萨诸塞州，使其成为国际学生的热门目的地。,高,
地名,海洋/海域,12300,Mediterranean,地中海；地中海的,The Mediterranean Sea is known for its warm climate and beautiful coastal cities.,地中海以其温暖的气候和美丽的沿海城市而闻名。,高,
地名,河流/海峡/瀑布,12314,Mekong,湄公河,The Mekong River flows through several Southeast Asian countries.,湄公河流经多个东南亚国家。,高,
地名,城市/城镇,12319,Melbourne,墨尔本（澳大利亚东南部港市，维多利亚州首府）,Melbourne is famous for its vibrant arts scene and excellent coffee culture.,墨尔本以其充满活力的艺术场景和优秀的咖啡文化而闻名。,高,
地名,城市/城镇,12456,Miami,迈阿密(美国佛罗里州达东南部港市),Many tourists visit Miami every winter to enjoy the warm weather and beautiful beaches.,许多游客每年冬天都去迈阿密享受温暖的天气和美丽的海滩。,高,
地名,州/省/行政区,12462,Michigan,密歇根州(美国州名),Michigan is known for its Great Lakes and automotive industry.,密歇根州以其五大湖和汽车工业而闻名。,高,
地名,半岛/区域,12489,Midlands,英格兰中部地区（英）,Birmingham is a major city in the English Midlands.,伯明翰是英格兰中部地区的一个主要城市。,高,
地名,城市/城镇,12576,Minneapolis,明尼苏达[美国州名],Minneapolis is known for its beautiful lakes and vibrant arts scene.,明尼阿波利斯以其美丽的湖泊和蓬勃发展的艺术氛围而闻名。,高,
地名,州/省/行政区,12577,Minnesota,明尼苏达州(美国州名),Minnesota is known for its harsh winters and friendly locals who love hockey.,明尼苏达州以其严酷的冬天和热爱曲棍球的友好当地人而闻名。,高,
地名,河流/海峡/瀑布,12662,Mississippi,密西西比河；密西西比州（美国州名）,The Mississippi River is one of the longest and most important rivers in North America.,密西西比河是北美最长、最重要的河流之一。,高,兼指密西西比河和密西西比州
地名,州/省/行政区,12665,Missouri,密苏里州（美国州名）,Kansas City is located in both Kansas and Missouri.,堪萨斯城位于堪萨斯州和密苏里州两地。,高,
地名,城市/城镇,12802,Montgomery,蒙哥马利（城市名）,Montgomery is the capital city of the state of Alabama.,蒙哥马利是阿拉巴马州的首府城市。,高,
地名,城市/城镇,12867,Moscow,莫斯科,Moscow is the capital and largest city of Russia.,莫斯科是俄罗斯的首都和最大城市。,高,
地名,城市/城镇,12985,Munich,慕尼黑,We plan to visit Munich next autumn to experience the famous Oktoberfest celebration.,我们计划明年秋天去慕尼黑体验著名的啤酒节庆典。,高,
地名,城市/城镇,13065,Nagoya,名古屋（日本港市）,We plan to visit Nagoya next month to explore its famous temples and try local cuisine.,我们计划下个月去名古屋参观著名的寺庙并品尝当地美食。,高,
地名,城市/城镇,13080,Napier,内皮尔（新西兰北岛东岸港口城市）；纳皮尔（人名）,"Every summer, tourists flock to Napier to admire its famous art deco architecture.",每年夏天，游客都涌向内皮尔市欣赏其著名的装饰艺术建筑。,中,同一词条兼有人名和地名义
地名,州/省/行政区,13241,Nevada,内华达州(美国西部内陆州),Las Vegas is a famous city located in Nevada.,拉斯维加斯是位于内华达州的一座著名城市。,高,
地名,河流/海峡/瀑布,13262,Niagara,尼亚加拉（河；瀑布）,They took a boat tour to see Niagara Falls up close.,他们乘船游览，近距离观赏尼亚加拉瀑布。,高,
地名,地标/公园/地理实体,13479,Nullarbor,纳拉伯平原（位于澳大利亚西南部，火箭制造基地和试验场）,We drove across the vast and dry Nullarbor Plain during our road trip through Australia.,我们在澳大利亚公路旅行期间驾车穿越了广阔干燥的纳拉伯平原。,高,
地名,城市/城镇,13519,Oakland,奥克兰(美国加利福尼亚州西部城市),Oakland is a major port city on the east side of San Francisco Bay.,奥克兰是旧金山湾东侧的一个重要港口城市。,高,
地名,洲/大陆,13614,Oceania,大洋洲,Oceania includes many island nations like Australia and New Zealand.,大洋洲包括许多岛屿国家，如澳大利亚和新西兰。,高,
地名,地标/公园/地理实体,13673,ogallala,奥加拉拉(美国地名),The Ogallala Aquifer is a vital water source for agriculture in the Great Plains.,奥加拉拉含水层是大平原地区农业的重要水源。,高,最佳例句指 Ogallala Aquifer
地名,州/省/行政区,13677,Ohio,俄亥俄州(美国州名),Ohio is a state located in the Midwestern region of the United States.,俄亥俄州是位于美国中西部地区的一个州。,高,
地名,州/省/行政区,13686,Oklahoma,俄克拉荷马州,Oklahoma is located in the south-central region of the United States.,俄克拉荷马州位于美国中南部地区。,高,
地名,州/省/行政区,13733,Ontario,安大略湖[北美洲],Toronto is the largest city in the province of Ontario.,多伦多是安大略省最大的城市。,高,可指安大略湖或安大略省
地名,州/省/行政区,13831,Oregon,俄勒冈州(美国州名),Oregon is known for its beautiful coastline and dense forests.,俄勒冈州以其美丽的海岸线和茂密的森林而闻名。,高,
地名,城市/城镇,13900,Ottawa,渥太华（加拿大首都）,We plan to visit the National Gallery of Canada during our trip to Ottawa next spring.,我们计划明年春天去渥太华旅行期间参观加拿大国家美术馆。,高,
地名,海洋/海域,14121,Pacific,太平洋的,The Pacific Ocean is the largest and deepest ocean on the planet.,太平洋是地球上最大、最深的海洋。,高,
地名,城市/城镇,14276,Paris,巴黎（法国首都）；帕里斯（特洛伊王子）,They dreamed of visiting Paris to see the Eiffel Tower.,他们梦想去巴黎看埃菲尔铁塔。,中,同一词条兼有人名和地名义
地名,州/省/行政区,14529,Pennsylvania,宾夕法尼亚州（美国州名）,Philadelphia is the largest city in Pennsylvania.,费城是宾夕法尼亚州最大的城市。,高,
地名,城市/城镇,14681,Perth,珀思（澳大利亚西南部港口城市）,Perth is a beautiful city located on the west coast of Australia.,珀斯是位于澳大利亚西海岸的一座美丽城市。,高,
地名,城市/城镇,14745,Philadelphia,费城（美国宾西法尼亚州重要港口）,We spent our weekend exploring the historic streets and enjoying famous cheesesteaks in Philadelphia.,我们周末在费城探索历史街道并享用著名的芝士牛排三明治。,高,
地名,地标/公园/地理实体,15122,Pompeii,庞培（意大利古都）,Archaeologists continue to study Pompeii to learn more about daily life in ancient Rome.,考古学家继续研究庞培城，以了解更多古罗马的日常生活。,高,
地名,城市/城镇,15883,Puno,普诺（秘鲁）,Puno is a city located on the shores of Lake Titicaca in Peru.,普诺是秘鲁提提卡卡湖畔的一座城市。,高,
地名,山脉/山峰/岩体,15949,Qomolangma,珠穆朗玛峰,Climbers prepare for months before attempting to reach the summit of Qomolangma.,登山者在尝试登顶珠穆朗玛峰之前会准备数月。,高,
地名,城市/城镇,16019,quincy,昆西(美国伊利诺斯州西部一城市),We decided to visit Quincy to explore its historic waterfront district.,我们决定去昆西参观，探索其历史悠久的海滨区。,高,
地名,城市/城镇,16984,Reykjavik,雷克雅末(冰岛首都),Reykjavik is known for its vibrant cultural scene and stunning northern lights displays.,雷克雅未克以其充满活力的文化景观和壮观的北极光表演而闻名。,高,
地名,城市/城镇,17128,Rome,罗马（意大利首都）,Rome is famous for its ancient ruins and delicious Italian cuisine.,罗马以其古代遗迹和美味的意大利美食而闻名。,高,
地名,城市/城镇,17238,Rusia,鲁西亚（地名）,My friend comes from a small town called Rusia.,我的朋友来自一个叫鲁西亚的小镇。,中,释义仅标注为地名，具体地点信息不足
地名,半岛/区域,17478,scandinavia,斯堪的纳维亚（北欧地名）,"Scandinavia includes countries like Norway, Sweden, and Denmark.",斯堪的纳维亚包括挪威、瑞典和丹麦等国家。,高,
地名,城市/城镇,17673,Seattle,西雅图（美国城市）,We plan to visit Seattle next spring to explore its famous coffee shops and parks.,我们计划明年春天访问西雅图，探索那里著名的咖啡店和公园。,高,
地名,城市/城镇,17959,shanghai,上海（中国东部港市）,Shanghai is one of the most vibrant and populous cities in the world.,上海是世界上最充满活力、人口最多的城市之一。,高,
地名,岛屿,18118,Sicily,西西里岛（意大利南部）,Sicily is the largest island in the Mediterranean Sea.,西西里岛是地中海最大的岛屿。,高,
地名,城市/城镇,18954,Stamford,斯坦福德[美国康涅狄格州西南部城市],Many people commute from Stamford to New York City for work every day.,许多人每天从斯坦福德通勤到纽约市上班。,高,
地名,地标/公园/地理实体,19127,Stonehenge,巨石阵,Stonehenge is one of the most famous prehistoric monuments in the world.,巨石阵是世界上最著名的史前纪念碑之一。,高,
地名,地标/公园/地理实体,19185,Stratford-on-Avon,埃文河畔斯特拉特福镇（莎翁故乡）,Many literature fans travel to Stratford-on-Avon to visit Shakespeare's birthplace.,许多文学爱好者前往埃文河畔斯特拉特福镇参观莎士比亚的故居。,高,
地名,城市/城镇,19678,Sydney,悉尼,Sydney is famous for its beautiful harbor and Opera House.,悉尼以其美丽的海港和歌剧院而闻名。,高,
地名,岛屿,19767,Tahiti,塔西提岛（位于太平洋）,Tahiti is a beautiful island in the South Pacific.,塔西提岛是南太平洋上一个美丽的岛屿。,高,
地名,州/省/行政区,19846,Tasmania,"塔斯马尼亚岛, 塔斯马尼亚州(澳大利亚州名)",Tasmania is an island state of Australia known for its unique wildlife.,塔斯马尼亚是澳大利亚的一个岛州，以其独特的野生动物而闻名。,高,
地名,州/省/行政区,19977,Tennessee,田纳西州,Nashville is the capital city of Tennessee and famous for its country music.,纳什维尔是田纳西州的首府，以其乡村音乐而闻名。,高,
地名,州/省/行政区,20044,Texas,德克萨斯州（美国州名）,Texas is the second largest state in the United States.,德克萨斯州是美国第二大州。,高,
地名,河流/海峡/瀑布,20055,Thames,"泰晤士河(流经牛津,伦敦等)",A boat tour along the River Thames offers stunning views of London landmarks.,沿泰晤士河的游船之旅提供了伦敦地标建筑的壮丽景色。,高,
地名,半岛/区域,20214,Tibet,西藏（中国一自治区）,Tibet is known for its stunning mountain scenery and unique culture.,西藏以其壮丽的山景和独特的文化而闻名。,高,
地名,岛屿,20255,Timor,帝汶岛（位于东南亚）,Many travelers visit Timor to explore its beautiful beaches and rich cultural history.,许多游客前往帝汶岛，探索那里美丽的海滩和丰富的历史文化。,高,
地名,城市/城镇,20315,Tokyo,东京（日本首都）,Tokyo is the capital city of Japan.,东京是日本的首都。,高,
地名,城市/城镇,20366,Toronto,多伦多,Many international students choose to study at universities in Toronto because of its diverse culture.,许多国际学生选择在多伦多的大学学习，因为其文化多元。,高,
地名,半岛/区域,20502,Transkei,特兰斯凯（南非东南部一地区）,The historical region of Transkei is located in the southeastern part of South Africa.,历史上的特兰斯凯地区位于南非东南部。,高,
地名,岛屿,20614,Trinidad,特立尼达岛,Trinidad is the larger island in the nation of Trinidad and Tobago.,特立尼达岛是特立尼达和多巴哥共和国中较大的岛屿。,高,
地名,城市/城镇,20738,Turpan,吐鲁番,Turpan is well known for its delicious grapes and extremely hot summer weather.,吐鲁番以其美味的葡萄和极其炎热的夏季天气而闻名。,高,
地名,山脉/山峰/岩体,20816,Uluru,乌卢鲁，埃尔斯岩（Ayres Rock）的土著名,Uluru is a sacred site for the Indigenous Australian people.,乌卢鲁是澳大利亚原住民的圣地。,高,
地名,州/省/行政区,21400,Utah,"犹他州(略作Ut,UT)","Last summer, we drove through Utah to see the stunning red rock formations and national parks.",去年夏天，我们驾车穿越犹他州，欣赏了壮观的红色岩石地貌和国家公园。,高,
地名,城市/城镇,21463,Vancouver,温哥华（加拿大城市）,Vancouver is known for its beautiful mountains and ocean views.,温哥华以其美丽的山景和海景而闻名。,高,
地名,城市/城镇,21539,Venice,威尼斯(意大利港市),Tourists love to take a gondola ride through the historic canals of Venice.,游客喜欢乘坐贡多拉船游览威尼斯的历史运河。,高,
地名,州/省/行政区,21899,Washington,华盛顿,"Washington, D.C. is the capital of the United States.",华盛顿特区是美国的首都。,高,"最佳例句指 Washington, D.C."
地名,城市/城镇,22006,welland,韦兰（加拿大东南部港口城市）,Welland is known for its historic canal that connects two Great Lakes.,韦兰以其连接两大湖的历史运河而闻名。,高,
地名,州/省/行政区,22364,Yorkshire,"约克郡,约克夏(英国英格兰原郡名)",Many visitors travel to Yorkshire to explore its beautiful countryside and historic castles.,许多游客前往约克郡探索那里美丽的乡村和历史悠久的城堡。,高,
地名,半岛/区域,22377,Yucatan,尤卡坦半岛,Travelers often visit the Yucatan Peninsula to explore ancient Mayan ruins and enjoy the beautiful beaches.,游客经常前往尤卡坦半岛探索古老的玛雅遗迹并享受美丽的海滩。,高,
地名,山脉/山峰/岩体,22381,zagros,扎格罗斯山脉[伊朗西南部],The Zagros Mountains stretch across western Iran near the border with Iraq.,扎格罗斯山脉横跨伊朗西部，靠近伊拉克边境。,高,
地名,岛屿,22386,Zealand,西兰岛(丹麦最大的岛),"Copenhagen, the capital of Denmark, is located partly on the island of Zealand.",丹麦首都哥本哈根部分位于西兰岛上。,高,
